Q,A,role
"저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고","감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고","저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"감기 들었네 엄마, 약 먹었어?","말고 저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 ",선우
"감기 들었네 엄마, 약 먹었어?","감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"감기 들었네 엄마, 약 먹었어?","저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
야..아 이 새끼 완전 미쳤구만? 정신 차려 최택! 너 약 먹어야겠다. 너 요즘 약 조금 먹더라? 약 먹어 약.,"말고 저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 ",선우
야..아 이 새끼 완전 미쳤구만? 정신 차려 최택! 너 약 먹어야겠다. 너 요즘 약 조금 먹더라? 약 먹어 약.,"감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
야..아 이 새끼 완전 미쳤구만? 정신 차려 최택! 너 약 먹어야겠다. 너 요즘 약 조금 먹더라? 약 먹어 약.,"저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"감기약 아 그리고 도 주세요, 코 ","말고 저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 ",선우
"감기약 아 그리고 도 주세요, 코 ","감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"감기약 아 그리고 도 주세요, 코 ","저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"아 감기약도 그리고 주세요, 코 감기약","말고 저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 ",선우
"아 감기약도 그리고 주세요, 코 감기약","감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"아 감기약도 그리고 주세요, 코 감기약","저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"아 감기약도 주세요, 코 감기약","말고 저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 ",선우
"아 감기약도 주세요, 코 감기약","감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"아 감기약도 주세요, 코 감기약","저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"아 그리고 감기약도 주세요, 코 감기약","말고 저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 ",선우
"아 그리고 감기약도 주세요, 코 감기약","감기약 저, 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
"아 그리고 감기약도 주세요, 코 감기약","저, 감기약 순하고 성분 좋은 걸로 주세요. 너무 쎈 거 말고",선우
우리 아들 왔어? 밥은!?,"나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
우리 아들 왔어? 밥은!?,"아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
우리 아들 왔어? 밥은!?,"아니야, 괜찮아 애들이랑 먹고 왔어",선우
우리 아들 왔어? 밥은!?,"아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
선우 왔어?,"나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
선우 왔어?,"아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
선우 왔어?,"아니야, 괜찮아 애들이랑 먹고 왔어",선우
선우 왔어?,"아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
"어..!! 선우야, 왔어..?!","나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
"어..!! 선우야, 왔어..?!","아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
"어..!! 선우야, 왔어..?!","아니야, 괜찮아 애들이랑 먹고 왔어",선우
"어..!! 선우야, 왔어..?!","아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
우리 선우야~  아들 왔나? 배고프재,"나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
우리 선우야~  아들 왔나? 배고프재,"아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
우리 선우야~  아들 왔나? 배고프재,"아니야, 괜찮아 애들이랑 먹고 왔어",선우
우리 선우야~  아들 왔나? 배고프재,"아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
선우야~ 아들 우리 왔나? 배고프재,"나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
선우야~ 아들 우리 왔나? 배고프재,"아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
선우야~ 아들 우리 왔나? 배고프재,"아니야, 괜찮아 애들이랑 먹고 왔어",선우
선우야~ 아들 우리 왔나? 배고프재,"아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
선우야~ 아들 왔나? 배고프재,"나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
선우야~ 아들 왔나? 배고프재,"아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
선우야~ 아들 왔나? 배고프재,"아니야, 괜찮아 애들이랑 먹고 왔어",선우
선우야~ 아들 왔나? 배고프재,"아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
선우야~ 우리 아들 왔나? 배고프재,"나 아니야,  괜찮아 애들이랑 먹고 왔어",선우
선우야~ 우리 아들 왔나? 배고프재,"아니야, 나 괜찮아 먹고 애들이랑 왔어",선우
선우야~ 우리 아들 왔나? 배고프재,"아니야, 괜찮아 애들이랑 먹고 왔어",선우
선우야~ 우리 아들 왔나? 배고프재,"아니야, 나 괜찮아 애들이랑 먹고 왔어",선우
정환아 떡볶이도 시킨다?,먹어가지고 떡볶이랑 막 이것저것 주워,선우
정환아 떡볶이도 시킨다?,막 떡볶이랑 이것저것 주워 먹어가지고,선우
정환아 떡볶이도 시킨다?,떡볶이랑 막 이것저것 주워 먹어가지고,선우
정환아 떡볶이도 시킨다?,먹어가지고 떡볶이랑 막 이것저것 주워,선우
정환아 떡볶이도 시킨다?,막 떡볶이랑 이것저것 주워 먹어가지고,선우
정환아 떡볶이도 시킨다?,떡볶이랑 막 이것저것 주워 먹어가지고,선우
"이모님, 여기 떡볶이 3인분 추가요~",먹어가지고 떡볶이랑 막 이것저것 주워,선우
"이모님, 여기 떡볶이 3인분 추가요~",막 떡볶이랑 이것저것 주워 먹어가지고,선우
"이모님, 여기 떡볶이 3인분 추가요~",떡볶이랑 막 이것저것 주워 먹어가지고,선우
먹으러! 떡볶이,먹어가지고 떡볶이랑 막 이것저것 주워,선우
먹으러! 떡볶이,막 떡볶이랑 이것저것 주워 먹어가지고,선우
먹으러! 떡볶이,떡볶이랑 막 이것저것 주워 먹어가지고,선우
먹으러! 떡볶이,먹어가지고 떡볶이랑 막 이것저것 주워,선우
먹으러! 떡볶이,막 떡볶이랑 이것저것 주워 먹어가지고,선우
먹으러! 떡볶이,떡볶이랑 막 이것저것 주워 먹어가지고,선우
떡볶이 먹으러!,먹어가지고 떡볶이랑 막 이것저것 주워,선우
떡볶이 먹으러!,막 떡볶이랑 이것저것 주워 먹어가지고,선우
떡볶이 먹으러!,떡볶이랑 막 이것저것 주워 먹어가지고,선우
"어디 가, 엄마?",엄마는?,선우
"어디 가, 엄마?",엄마는?,선우
엄마는?,엄마는?,선우
엄마는?,엄마는?,선우
엄마 어디 갔어?,엄마는?,선우
엄마 어디 갔어?,엄마는?,선우
엄마? 어디가,엄마는?,선우
엄마? 어디가,엄마는?,선우
엄마? 어디가,엄마는?,선우
엄마? 어디가,엄마는?,선우
어디가 엄마?,엄마는?,선우
어디가 엄마?,엄마는?,선우
안녕~,안녕~,선우
안녕~,안녕~,선우
안녕?,안녕~,선우
안녕?,안녕~,선우
안녕?,안녕~,선우
안녕?,안녕~,선우
안녕~,안녕~,선우
안녕~,안녕~,선우
안녕~,안녕~,선우
안녕~,안녕~,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,있어? 너 올 수,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,너 수 올 있어?,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,올 수 있어?,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,너 올 수 있어?,선우
"너 안 나오면, 우리 죽어.",있어? 너 올 수,선우
"너 안 나오면, 우리 죽어.",너 수 올 있어?,선우
"너 안 나오면, 우리 죽어.",올 수 있어?,선우
"너 안 나오면, 우리 죽어.",너 올 수 있어?,선우
"너 안 나오면, 우리 죽어.",있어? 너 올 수,선우
"너 안 나오면, 우리 죽어.",너 수 올 있어?,선우
"너 안 나오면, 우리 죽어.",올 수 있어?,선우
"너 안 나오면, 우리 죽어.",너 올 수 있어?,선우
해 안 나오기만  한놈이라도 다 같이 죽는거야!,있어? 너 올 수,선우
해 안 나오기만  한놈이라도 다 같이 죽는거야!,너 수 올 있어?,선우
해 안 나오기만  한놈이라도 다 같이 죽는거야!,올 수 있어?,선우
해 안 나오기만  한놈이라도 다 같이 죽는거야!,너 올 수 있어?,선우
안 나오기만 한놈이라도 해 다 같이 죽는거야!,있어? 너 올 수,선우
안 나오기만 한놈이라도 해 다 같이 죽는거야!,너 수 올 있어?,선우
안 나오기만 한놈이라도 해 다 같이 죽는거야!,올 수 있어?,선우
안 나오기만 한놈이라도 해 다 같이 죽는거야!,너 올 수 있어?,선우
안 나오기만 해 한놈이라도 다 죽는거야!,있어? 너 올 수,선우
안 나오기만 해 한놈이라도 다 죽는거야!,너 수 올 있어?,선우
안 나오기만 해 한놈이라도 다 죽는거야!,올 수 있어?,선우
안 나오기만 해 한놈이라도 다 죽는거야!,너 올 수 있어?,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,있어? 너 올 수,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,너 수 올 있어?,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,올 수 있어?,선우
안 나오기만 해 한놈이라도 다 같이 죽는거야!,너 올 수 있어?,선우
"이건 왜 그러는데, 니 싸웠나?",있지 오늘도 대국  않아?,선우
"이건 왜 그러는데, 니 싸웠나?",대국 오늘도 있지 않아?,선우
"이건 왜 그러는데, 니 싸웠나?",오늘도 대국 있지 않아?,선우
오늘도 대국 있지 않아?,있지 오늘도 대국  않아?,선우
오늘도 대국 있지 않아?,대국 오늘도 있지 않아?,선우
오늘도 대국 있지 않아?,오늘도 대국 있지 않아?,선우
"희동아, 너 내일 대국 어디서 한다 그랬지?",있지 오늘도 대국  않아?,선우
"희동아, 너 내일 대국 어디서 한다 그랬지?",대국 오늘도 있지 않아?,선우
"희동아, 너 내일 대국 어디서 한다 그랬지?",오늘도 대국 있지 않아?,선우
"시합있어? 왜, ",있지 오늘도 대국  않아?,선우
"시합있어? 왜, ",대국 오늘도 있지 않아?,선우
"시합있어? 왜, ",오늘도 대국 있지 않아?,선우
"시합있어? 왜,",있지 오늘도 대국  않아?,선우
"시합있어? 왜,",대국 오늘도 있지 않아?,선우
"시합있어? 왜,",오늘도 대국 있지 않아?,선우
"왜, 시합있어?",있지 오늘도 대국  않아?,선우
"왜, 시합있어?",대국 오늘도 있지 않아?,선우
"왜, 시합있어?",오늘도 대국 있지 않아?,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
걱정 말고 잘 다녀오세요.,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
걱정 말고 잘 다녀오세요.,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
걱정 말고 잘 다녀오세요.,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
걱정 말고 잘 다녀오세요.,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
그 새끼 또 길 잘못 찾는 거 아니야?,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
그 새끼 또 길 잘못 찾는 거 아니야?,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
그 새끼 또 길 잘못 찾는 거 아니야?,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
그 새끼 또 길 잘못 찾는 거 아니야?,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
찾아와라 길 잘  또 엉뚱한데서 헤매지 말고,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
찾아와라 길 잘  또 엉뚱한데서 헤매지 말고,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
찾아와라 길 잘  또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
찾아와라 길 잘  또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
잘 길 찾아와라 또 엉뚱한데서 헤매지 말고,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
잘 길 찾아와라 또 엉뚱한데서 헤매지 말고,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
잘 길 찾아와라 또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
잘 길 찾아와라 또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 엉뚱한데서 헤매지 말고,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
길 잘 찾아와라 엉뚱한데서 헤매지 말고,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 엉뚱한데서 헤매지 말고,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 엉뚱한데서 헤매지 말고,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,말고 길 잘 찾아와라 또 엉뚱한데서 헤매지,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,길 찾아와라 잘 또 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 엉뚱한데서 헤매지 말고,선우
길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,길 잘 찾아와라 또 엉뚱한데서 헤매지 말고,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
어디가?,세수.,선우
오늘 무조건 이 다섯 장 다 써야돼!!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
오늘 무조건 이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
오늘 무조건 이 다섯 장 다 써야돼!!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
오늘 무조건 이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
얼른 일나 얼른! 가자!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
얼른 일나 얼른! 가자!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
얼른 일나 얼른! 가자!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
얼른 일나 얼른! 가자!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
얼른 일나 얼른! 가자!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
얼른 일나 얼른! 가자!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
얼른 일나 얼른! 가자!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
얼른 일나 얼른! 가자!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
무조건 오늘  이 다섯 장 다 써야돼!!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
무조건 오늘  이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
무조건 오늘  이 다섯 장 다 써야돼!!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
무조건 오늘  이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
무조건 오늘 이 다섯 장 다 써야돼!!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
무조건 오늘 이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
무조건 오늘 이 다섯 장 다 써야돼!!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
무조건 오늘 이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
오늘 무조건 다섯 장 다 써야돼!!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
오늘 무조건 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
오늘 무조건 다섯 장 다 써야돼!!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
오늘 무조건 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
오늘 무조건 이 다섯 장 다 써야돼!!,같아. 동룡아 미안. 나 어디 좀 가야할 거,선우
오늘 무조건 이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 같아. 거,선우
오늘 무조건 이 다섯 장 다 써야돼!!,동룡아 미안. 어디 좀 가야할 거 같아.,선우
오늘 무조건 이 다섯 장 다 써야돼!!,동룡아 미안. 나 어디 좀 가야할 거 같아.,선우
어 요새 쌤이 더 불쌍해,물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
"아우 씨, 답답한 새끼 진짜..",물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
"아우 씨, 답답한 새끼 진짜..",선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
"아우 씨, 답답한 새끼 진짜..",선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
"아우 씨, 답답한 새끼 진짜..",선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
너.. 사람 진짜 신경 쓰이게 해.,물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
너.. 사람 진짜 신경 쓰이게 해.,선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
너.. 사람 진짜 신경 쓰이게 해.,선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
너.. 사람 진짜 신경 쓰이게 해.,선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
요새 어  쌤이 더 불쌍해,물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
요새 어  쌤이 더 불쌍해,선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
요새 어  쌤이 더 불쌍해,선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
요새 어  쌤이 더 불쌍해,선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
요새 어 쌤이 더 불쌍해,물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
요새 어 쌤이 더 불쌍해,선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
요새 어 쌤이 더 불쌍해,선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
요새 어 쌤이 더 불쌍해,선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
요새 쌤이 더 불쌍해,물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
요새 쌤이 더 불쌍해,선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
요새 쌤이 더 불쌍해,선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
요새 쌤이 더 불쌍해,선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,물어보면 선생님이  나 속이 계속 안 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,선생님이 물어보면 나 속이 안 계속 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,선생님이 물어보면 속이 계속 안 좋다 해줘.,선우
어 요새 쌤이 더 불쌍해,선생님이 물어보면 나 속이 계속 안 좋다 해줘.,선우
나 먼저 간다.,간다. 나 먼저,선우
나 먼저 간다.,먼저 나 간다.,선우
나 먼저 간다.,먼저 간다.,선우
나 먼저 간다.,나 먼저 간다.,선우
.. 저 먼저 갈게요.,간다. 나 먼저,선우
.. 저 먼저 갈게요.,먼저 나 간다.,선우
.. 저 먼저 갈게요.,먼저 간다.,선우
.. 저 먼저 갈게요.,나 먼저 간다.,선우
저 먼저 갈게요!!,간다. 나 먼저,선우
저 먼저 갈게요!!,먼저 나 간다.,선우
저 먼저 갈게요!!,먼저 간다.,선우
저 먼저 갈게요!!,나 먼저 간다.,선우
먼저 나  간다.,간다. 나 먼저,선우
먼저 나  간다.,먼저 나 간다.,선우
먼저 나  간다.,먼저 간다.,선우
먼저 나  간다.,나 먼저 간다.,선우
먼저 나 간다.,간다. 나 먼저,선우
먼저 나 간다.,먼저 나 간다.,선우
먼저 나 간다.,먼저 간다.,선우
먼저 나 간다.,나 먼저 간다.,선우
먼저 간다.,간다. 나 먼저,선우
먼저 간다.,먼저 나 간다.,선우
먼저 간다.,먼저 간다.,선우
먼저 간다.,나 먼저 간다.,선우
나 먼저 간다.,간다. 나 먼저,선우
나 먼저 간다.,먼저 나 간다.,선우
나 먼저 간다.,먼저 간다.,선우
나 먼저 간다.,나 먼저 간다.,선우
무슨 일이니?,왔는데요.. 어..엄마 보러,선우
무슨 일이니?,보러 어..엄마 왔는데요..,선우
무슨 일이니?,어..엄마 보러 왔는데요..,선우
무슨 일이야? 어?,왔는데요.. 어..엄마 보러,선우
무슨 일이야? 어?,보러 어..엄마 왔는데요..,선우
무슨 일이야? 어?,어..엄마 보러 왔는데요..,선우
무슨 일 있어요?,왔는데요.. 어..엄마 보러,선우
무슨 일 있어요?,보러 어..엄마 왔는데요..,선우
무슨 일 있어요?,어..엄마 보러 왔는데요..,선우
일인고? 무슨,왔는데요.. 어..엄마 보러,선우
일인고? 무슨,보러 어..엄마 왔는데요..,선우
일인고? 무슨,어..엄마 보러 왔는데요..,선우
일인고? 무슨,왔는데요.. 어..엄마 보러,선우
일인고? 무슨,보러 어..엄마 왔는데요..,선우
일인고? 무슨,어..엄마 보러 왔는데요..,선우
일인고?,왔는데요.. 어..엄마 보러,선우
일인고?,보러 어..엄마 왔는데요..,선우
일인고?,어..엄마 보러 왔는데요..,선우
무슨 일인고?,왔는데요.. 어..엄마 보러,선우
무슨 일인고?,보러 어..엄마 왔는데요..,선우
무슨 일인고?,어..엄마 보러 왔는데요..,선우
요롷게…요롷게 들어가면 되지요,되죠? 들어가도,선우
요롷게…요롷게 들어가면 되지요,되죠? 들어가도,선우
요롷게…요롷게 들어가면 되지요,들어가도 되죠?,선우
저 들어갑니다.,되죠? 들어가도,선우
저 들어갑니다.,되죠? 들어가도,선우
저 들어갑니다.,들어가도 되죠?,선우
어. 들어와,되죠? 들어가도,선우
어. 들어와,되죠? 들어가도,선우
어. 들어와,들어가도 되죠?,선우
들어가보겠습니다. 그럼,되죠? 들어가도,선우
들어가보겠습니다. 그럼,되죠? 들어가도,선우
들어가보겠습니다. 그럼,들어가도 되죠?,선우
들어가보겠습니다. 그럼,되죠? 들어가도,선우
들어가보겠습니다. 그럼,되죠? 들어가도,선우
들어가보겠습니다. 그럼,들어가도 되죠?,선우
들어가보겠습니다.,되죠? 들어가도,선우
들어가보겠습니다.,되죠? 들어가도,선우
들어가보겠습니다.,들어가도 되죠?,선우
그럼 들어가보겠습니다.,되죠? 들어가도,선우
그럼 들어가보겠습니다.,되죠? 들어가도,선우
그럼 들어가보겠습니다.,들어가도 되죠?,선우
"어..!! 왔나, 우리 아들..!! 아이구, 내 새끼!!",감사합니다. 예.,선우
"어..!! 왔나, 우리 아들..!! 아이구, 내 새끼!!",감사합니다. 예.,선우
"어..!! 왔나, 우리 아들..!! 아이구, 내 새끼!!",예. 감사합니다.,선우
어 왔어. 우리 아들.,감사합니다. 예.,선우
어 왔어. 우리 아들.,감사합니다. 예.,선우
어 왔어. 우리 아들.,예. 감사합니다.,선우
"참 좋--은 거, 물려준다. 아들한테.  이거 형.",감사합니다. 예.,선우
"참 좋--은 거, 물려준다. 아들한테.  이거 형.",감사합니다. 예.,선우
"참 좋--은 거, 물려준다. 아들한테.  이거 형.",예. 감사합니다.,선우
아들~ 아~ 김여사님,감사합니다. 예.,선우
아들~ 아~ 김여사님,감사합니다. 예.,선우
아들~ 아~ 김여사님,예. 감사합니다.,선우
김여사님 아~ 아들~,감사합니다. 예.,선우
김여사님 아~ 아들~,감사합니다. 예.,선우
김여사님 아~ 아들~,예. 감사합니다.,선우
아~ 김여사님 아들~,감사합니다. 예.,선우
아~ 김여사님 아들~,감사합니다. 예.,선우
아~ 김여사님 아들~,예. 감사합니다.,선우
누나라고 안 해요. 존대도 안 할 거에요.,왔다고 저  말하지 마세요,선우
누나라고 안 해요. 존대도 안 할 거에요.,저 말하지 왔다고 마세요,선우
누나라고 안 해요. 존대도 안 할 거에요.,왔다고 말하지 마세요,선우
누나라고 안 해요. 존대도 안 할 거에요.,저 왔다고 말하지 마세요,선우
저 왔다고 말하지 마세요,왔다고 저  말하지 마세요,선우
저 왔다고 말하지 마세요,저 말하지 왔다고 마세요,선우
저 왔다고 말하지 마세요,왔다고 말하지 마세요,선우
저 왔다고 말하지 마세요,저 왔다고 말하지 마세요,선우
"자꾸 그 사람, 그 사람 하지마!",왔다고 저  말하지 마세요,선우
"자꾸 그 사람, 그 사람 하지마!",저 말하지 왔다고 마세요,선우
"자꾸 그 사람, 그 사람 하지마!",왔다고 말하지 마세요,선우
"자꾸 그 사람, 그 사람 하지마!",저 왔다고 말하지 마세요,선우
마라.. 내 이름 부르지,왔다고 저  말하지 마세요,선우
마라.. 내 이름 부르지,저 말하지 왔다고 마세요,선우
마라.. 내 이름 부르지,왔다고 말하지 마세요,선우
마라.. 내 이름 부르지,저 왔다고 말하지 마세요,선우
내 이름 마라.. 부르지,왔다고 저  말하지 마세요,선우
내 이름 마라.. 부르지,저 말하지 왔다고 마세요,선우
내 이름 마라.. 부르지,왔다고 말하지 마세요,선우
내 이름 마라.. 부르지,저 왔다고 말하지 마세요,선우
내 이름 부르지 마라..,왔다고 저  말하지 마세요,선우
내 이름 부르지 마라..,저 말하지 왔다고 마세요,선우
내 이름 부르지 마라..,왔다고 말하지 마세요,선우
내 이름 부르지 마라..,저 왔다고 말하지 마세요,선우
괜찮아 엄마. 나 괜찮아 엄마. 일 계속해도 돼. 대신 힘들면 팔목 아프면  바로 그만두기. 알았지?,거 아저씨. 저도 알아요 엄마 목욕탕에서 일하는,선우
괜찮아 엄마. 나 괜찮아 엄마. 일 계속해도 돼. 대신 힘들면 팔목 아프면  바로 그만두기. 알았지?,아저씨. 저도 알아요 목욕탕에서 엄마 일하는 거,선우
괜찮아 엄마. 나 괜찮아 엄마. 일 계속해도 돼. 대신 힘들면 팔목 아프면  바로 그만두기. 알았지?,아저씨. 저도 알아요 엄마 목욕탕에서 일하는 거,선우
"어. 엄마, 나 요 앞에 잠깐 나갔다 올게. 금방 와요.",거 아저씨. 저도 알아요 엄마 목욕탕에서 일하는,선우
"어. 엄마, 나 요 앞에 잠깐 나갔다 올게. 금방 와요.",아저씨. 저도 알아요 목욕탕에서 엄마 일하는 거,선우
