Q,A,role
"±×Ä¡, ¾Æ¹«°Å³ª Æ²¾î~","¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù. ³ª",µ¿·æ
"±×Ä¡, ¾Æ¹«°Å³ª Æ²¾î~","¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù.",µ¿·æ
"±×Ä¡, ¾Æ¹«°Å³ª Æ²¾î~","¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ÀÜ´Ù.",µ¿·æ
"¾ß, À½¾ÇÀÌ³ª Æ²´ø°¡~","ÀÜ´Ù. ¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ",µ¿·æ
"¾ß, À½¾ÇÀÌ³ª Æ²´ø°¡~","¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù. ³ª",µ¿·æ
"¾ß, À½¾ÇÀÌ³ª Æ²´ø°¡~","¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù.",µ¿·æ
"¾ß, À½¾ÇÀÌ³ª Æ²´ø°¡~","¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ÀÜ´Ù.",µ¿·æ
Æ²¾î ±×·³ ¾Æ¹«°Å³ª,"ÀÜ´Ù. ¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ",µ¿·æ
Æ²¾î ±×·³ ¾Æ¹«°Å³ª,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù. ³ª",µ¿·æ
Æ²¾î ±×·³ ¾Æ¹«°Å³ª,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù.",µ¿·æ
Æ²¾î ±×·³ ¾Æ¹«°Å³ª,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ÀÜ´Ù.",µ¿·æ
¾Æ¹«°Å³ª ±×·³ Æ²¾î,"ÀÜ´Ù. ¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ",µ¿·æ
¾Æ¹«°Å³ª ±×·³ Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù. ³ª",µ¿·æ
¾Æ¹«°Å³ª ±×·³ Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù.",µ¿·æ
¾Æ¹«°Å³ª ±×·³ Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ÀÜ´Ù.",µ¿·æ
±×·³ Æ²¾î,"ÀÜ´Ù. ¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ",µ¿·æ
±×·³ Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù. ³ª",µ¿·æ
±×·³ Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù.",µ¿·æ
±×·³ Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ÀÜ´Ù.",µ¿·æ
±×·³ ¾Æ¹«°Å³ª Æ²¾î,"ÀÜ´Ù. ¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ",µ¿·æ
±×·³ ¾Æ¹«°Å³ª Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù. ³ª",µ¿·æ
±×·³ ¾Æ¹«°Å³ª Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ÀÜ´Ù.",µ¿·æ
±×·³ ¾Æ¹«°Å³ª Æ²¾î,"¿À~ Á¤ÆÈÀÌ ±Â, Á¤ÆÈÀÌ ±Â! ³ª ÀÜ´Ù.",µ¿·æ
¾ó¸¶¶ó°í?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶¶ó°í?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¸î »ìÀÌ³Ä°í.,º¸ÀÚº¸ÀÚ~,µ¿·æ
¸î »ìÀÌ³Ä°í.,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶¿¹¿ä?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶¿¹¿ä?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶¿¹¿ä?,º¸ÀÚº¸ÀÚ~,µ¿·æ
¾ó¸¶¿¹¿ä?,º¸ÀÚº¸ÀÚ~,µ¿·æ
ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µå¸³´Ï´Ù~ ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î,µ¿·æ
ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,ÄÝ¶ó º´Àº ¼¼ ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
³Ê ¿Ö ÄÝ¶ó³Ä?,µå¸³´Ï´Ù~ ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î,µ¿·æ
³Ê ¿Ö ÄÝ¶ó³Ä?,ÄÝ¶ó º´Àº ¼¼ ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
³Ê ¿Ö ÄÝ¶ó³Ä?,ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ºñ½Ñ ¼ú ÃÄ ¸Ô°í¼±. ¾î?,µå¸³´Ï´Ù~ ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î,µ¿·æ
ºñ½Ñ ¼ú ÃÄ ¸Ô°í¼±. ¾î?,ÄÝ¶ó º´Àº ¼¼ ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ºñ½Ñ ¼ú ÃÄ ¸Ô°í¼±. ¾î?,ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
º´ ÄÝ¶óµµ ¼¼  ¸Ô¾ú¾î¿ä~,µå¸³´Ï´Ù~ ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î,µ¿·æ
º´ ÄÝ¶óµµ ¼¼  ¸Ô¾ú¾î¿ä~,ÄÝ¶ó º´Àº ¼¼ ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
º´ ÄÝ¶óµµ ¼¼  ¸Ô¾ú¾î¿ä~,ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ÄÝ¶óµµ º´ ¼¼ ¸Ô¾ú¾î¿ä~,µå¸³´Ï´Ù~ ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î,µ¿·æ
ÄÝ¶óµµ º´ ¼¼ ¸Ô¾ú¾î¿ä~,ÄÝ¶ó º´Àº ¼¼ ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ÄÝ¶óµµ º´ ¼¼ ¸Ô¾ú¾î¿ä~,ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ÄÝ¶óµµ ¼¼ º´ ¸Ô¾ú¾î¿ä~,µå¸³´Ï´Ù~ ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î,µ¿·æ
ÄÝ¶óµµ ¼¼ º´ ¸Ô¾ú¾î¿ä~,ÄÝ¶ó º´Àº ¼¼ ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
ÄÝ¶óµµ ¼¼ º´ ¸Ô¾ú¾î¿ä~,ÄÝ¶ó ¼¼ º´Àº ¼­ºñ½º·Î µå¸³´Ï´Ù~,µ¿·æ
¾î. ³ª´Â..,"7¸¸¿ø¸¸ 71¸¸¿øÀÎµ¥,  ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
¾î. ³ª´Â..,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÈåÈåÅˆ ÁÖ¼ÅÀ¯~",µ¿·æ
¾î. ³ª´Â..,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
¾î. ³ª´Â..,"7¸¸¿ø¸¸ 71¸¸¿øÀÎµ¥,  ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
¾î. ³ª´Â..,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÈåÈåÅˆ ÁÖ¼ÅÀ¯~",µ¿·æ
¾î. ³ª´Â..,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
"... ¾Æ, ±×°Ç.. Á»..","7¸¸¿ø¸¸ 71¸¸¿øÀÎµ¥,  ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
"... ¾Æ, ±×°Ç.. Á»..","71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÈåÈåÅˆ ÁÖ¼ÅÀ¯~",µ¿·æ
"... ¾Æ, ±×°Ç.. Á»..","71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
7¹ø. ¾Ö¸ÅÇÑµ¥.. ³­,"7¸¸¿ø¸¸ 71¸¸¿øÀÎµ¥,  ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
7¹ø. ¾Ö¸ÅÇÑµ¥.. ³­,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÈåÈåÅˆ ÁÖ¼ÅÀ¯~",µ¿·æ
7¹ø. ¾Ö¸ÅÇÑµ¥.. ³­,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
³­ ¾Ö¸ÅÇÑµ¥.. 7¹ø.,"7¸¸¿ø¸¸ 71¸¸¿øÀÎµ¥,  ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
³­ ¾Ö¸ÅÇÑµ¥.. 7¹ø.,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÈåÈåÅˆ ÁÖ¼ÅÀ¯~",µ¿·æ
³­ ¾Ö¸ÅÇÑµ¥.. 7¹ø.,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
¾Ö¸ÅÇÑµ¥.. ³­ 7¹ø.,"7¸¸¿ø¸¸ 71¸¸¿øÀÎµ¥,  ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
¾Ö¸ÅÇÑµ¥.. ³­ 7¹ø.,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÈåÈåÅˆ ÁÖ¼ÅÀ¯~",µ¿·æ
¾Ö¸ÅÇÑµ¥.. ³­ 7¹ø.,"71¸¸¿øÀÎµ¥, 7¸¸¿ø¸¸ ÁÖ¼ÅÀ¯~ ÈåÈåÅˆ",µ¿·æ
"´õ Å« ÂÊÀ» ÆÈ¾Ò¾î, ´õ Å« ÂÊÀ»","°¨»çÇÕ´Ï´Ù~ ¿¹, ",µ¿·æ
"´õ Å« ÂÊÀ» ÆÈ¾Ò¾î, ´õ Å« ÂÊÀ»","°¨»çÇÕ´Ï´Ù~ ¿¹,",µ¿·æ
"´õ Å« ÂÊÀ» ÆÈ¾Ò¾î, ´õ Å« ÂÊÀ»","¿¹, °¨»çÇÕ´Ï´Ù~",µ¿·æ
¼±¹° »ç ¿Í¶ó~,"°¨»çÇÕ´Ï´Ù~ ¿¹, ",µ¿·æ
¼±¹° »ç ¿Í¶ó~,"°¨»çÇÕ´Ï´Ù~ ¿¹,",µ¿·æ
¼±¹° »ç ¿Í¶ó~,"¿¹, °¨»çÇÕ´Ï´Ù~",µ¿·æ
¿ä ¾Õ¿¡¼­ ÆÈ±æ·¡ »ç¿Ô¾î¿ä.,"°¨»çÇÕ´Ï´Ù~ ¿¹, ",µ¿·æ
¿ä ¾Õ¿¡¼­ ÆÈ±æ·¡ »ç¿Ô¾î¿ä.,"°¨»çÇÕ´Ï´Ù~ ¿¹,",µ¿·æ
¿ä ¾Õ¿¡¼­ ÆÈ±æ·¡ »ç¿Ô¾î¿ä.,"¿¹, °¨»çÇÕ´Ï´Ù~",µ¿·æ
ÆÄ¼¼¿ä~ ¸¹ÀÌ,"°¨»çÇÕ´Ï´Ù~ ¿¹, ",µ¿·æ
ÆÄ¼¼¿ä~ ¸¹ÀÌ,"°¨»çÇÕ´Ï´Ù~ ¿¹,",µ¿·æ
ÆÄ¼¼¿ä~ ¸¹ÀÌ,"¿¹, °¨»çÇÕ´Ï´Ù~",µ¿·æ
ÆÄ¼¼¿ä~ ¸¹ÀÌ,"°¨»çÇÕ´Ï´Ù~ ¿¹, ",µ¿·æ
ÆÄ¼¼¿ä~ ¸¹ÀÌ,"°¨»çÇÕ´Ï´Ù~ ¿¹,",µ¿·æ
ÆÄ¼¼¿ä~ ¸¹ÀÌ,"¿¹, °¨»çÇÕ´Ï´Ù~",µ¿·æ
¸¹ÀÌ ÆÄ¼¼¿ä~,"°¨»çÇÕ´Ï´Ù~ ¿¹, ",µ¿·æ
¸¹ÀÌ ÆÄ¼¼¿ä~,"°¨»çÇÕ´Ï´Ù~ ¿¹,",µ¿·æ
¸¹ÀÌ ÆÄ¼¼¿ä~,"¿¹, °¨»çÇÕ´Ï´Ù~",µ¿·æ
.. Àú ¸ÕÀú °¥°Ô¿ä.,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
.. Àú ¸ÕÀú °¥°Ô¿ä.,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
.. Àú ¸ÕÀú °¥°Ô¿ä.,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
³ª ¸ÕÀú °£´Ù.,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
³ª ¸ÕÀú °£´Ù.,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
³ª ¸ÕÀú °£´Ù.,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
³ª ¸ÕÀú °£´Ù.,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
³ª ¸ÕÀú °£´Ù.,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
³ª ¸ÕÀú °£´Ù.,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
°¥°Ô¿ä!! Àú ¸ÕÀú,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
°¥°Ô¿ä!! Àú ¸ÕÀú,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
°¥°Ô¿ä!! Àú ¸ÕÀú,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
Àú °¥°Ô¿ä!! ¸ÕÀú,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
Àú °¥°Ô¿ä!! ¸ÕÀú,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
Àú °¥°Ô¿ä!! ¸ÕÀú,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
¸ÕÀú °¥°Ô¿ä!!,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
¸ÕÀú °¥°Ô¿ä!!,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
¸ÕÀú °¥°Ô¿ä!!,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
Àú ¸ÕÀú °¥°Ô¿ä!!,"¿À´Ã Çü! ³»°¡  ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
Àú ¸ÕÀú °¥°Ô¿ä!!,"Çü! ¿À´Ã ³»°¡ ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
Àú ¸ÕÀú °¥°Ô¿ä!!,"Çü! ³»°¡ ¿À´Ã ¸¶¹«¸®ÇÏ°í °¥Å×´Ï±î, ¸ÕÀú µé¾î°¡!",µ¿·æ
°ð ¿Í¿ä~,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
°ð ¿Í¿ä~,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
°ð ¿Í¿ä~,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
ÀÀ. ¿Ã ±â´Ù.,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
ÀÀ. ¿Ã ±â´Ù.,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
ÀÀ. ¿Ã ±â´Ù.,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
µÚ¿¡ ¿Í¿ä.,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
µÚ¿¡ ¿Í¿ä.,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
µÚ¿¡ ¿Í¿ä.,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
¿Í¿ä~ °ð,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
¿Í¿ä~ °ð,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
¿Í¿ä~ °ð,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
¿Í¿ä~ °ð,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
¿Í¿ä~ °ð,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
¿Í¿ä~ °ð,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
¿Í¿ä~,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
¿Í¿ä~,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
¿Í¿ä~,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
°ð ¿Í¿ä~,"»ò¾î? ¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý ",µ¿·æ
°ð ¿Í¿ä~,"¿À~ ¾ß, ³Êµµ 1Áý ¹ÚÁø¿µ »ò¾î?",µ¿·æ
°ð ¿Í¿ä~,"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",µ¿·æ
¹ÚÁø¿µ Çü´Ô ³ë·¡ ³Ê¹« ÁÁ´øµ¥?,¿Àµð¿À ¾Æ´Ï..ÀüÅõ±â¿¡  ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ Çü´Ô ³ë·¡ ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ´Ù ½Ã½ºÅÛÀÌ ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ Çü´Ô ³ë·¡ ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",¿Àµð¿À ¾Æ´Ï..ÀüÅõ±â¿¡  ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ´Ù ½Ã½ºÅÛÀÌ ÀÖ¾î?,µ¿·æ
"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",¿Àµð¿À ¾Æ´Ï..ÀüÅõ±â¿¡  ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ´Ù ½Ã½ºÅÛÀÌ ÀÖ¾î?,µ¿·æ
"¿À~ ¾ß, ³Êµµ ¹ÚÁø¿µ 1Áý »ò¾î?",¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
³ë·¡ ¹ÚÁø¿µ Çü´Ô  ³Ê¹« ÁÁ´øµ¥?,¿Àµð¿À ¾Æ´Ï..ÀüÅõ±â¿¡  ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
³ë·¡ ¹ÚÁø¿µ Çü´Ô  ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ´Ù ½Ã½ºÅÛÀÌ ÀÖ¾î?,µ¿·æ
³ë·¡ ¹ÚÁø¿µ Çü´Ô  ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ ³ë·¡ Çü´Ô ³Ê¹« ÁÁ´øµ¥?,¿Àµð¿À ¾Æ´Ï..ÀüÅõ±â¿¡  ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ ³ë·¡ Çü´Ô ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ´Ù ½Ã½ºÅÛÀÌ ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ ³ë·¡ Çü´Ô ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ Çü´Ô ³ë·¡ ³Ê¹« ÁÁ´øµ¥?,¿Àµð¿À ¾Æ´Ï..ÀüÅõ±â¿¡  ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ Çü´Ô ³ë·¡ ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ´Ù ½Ã½ºÅÛÀÌ ÀÖ¾î?,µ¿·æ
¹ÚÁø¿µ Çü´Ô ³ë·¡ ³Ê¹« ÁÁ´øµ¥?,¾Æ´Ï..ÀüÅõ±â¿¡ ¿Àµð¿À ½Ã½ºÅÛÀÌ ´Ù ÀÖ¾î?,µ¿·æ
¾ß ³Êµµ ÇÏ´Ï?,¾ß »ÏºÌ”·!  ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
¾ß ³Êµµ ÇÏ´Ï?,»ÏºÌ”·! ÀüÅõÇÒ ¾ß ¸À ³ª°Ú´Âµ¥?,µ¿·æ
¾ß ³Êµµ ÇÏ´Ï?,»ÏºÌ”·! ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
¾ß ³Êµµ ÇÏ´Ï?,»ÏºÌ”·! ¾ß ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
±¦Âú¾Æ??,¾ß »ÏºÌ”·!  ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
±¦Âú¾Æ??,»ÏºÌ”·! ÀüÅõÇÒ ¾ß ¸À ³ª°Ú´Âµ¥?,µ¿·æ
±¦Âú¾Æ??,»ÏºÌ”·! ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
±¦Âú¾Æ??,»ÏºÌ”·! ¾ß ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
³ª°Ú³Ä?,¾ß »ÏºÌ”·!  ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
³ª°Ú³Ä?,»ÏºÌ”·! ÀüÅõÇÒ ¾ß ¸À ³ª°Ú´Âµ¥?,µ¿·æ
³ª°Ú³Ä?,»ÏºÌ”·! ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
³ª°Ú³Ä?,»ÏºÌ”·! ¾ß ÀüÅõÇÒ ¸À ³ª°Ú´Âµ¥?,µ¿·æ
